row_id,accepted
348684,0
8866,1
143979,0
265056,0
222946,1
370373,0
258957,1
161815,0
478674,1
204318,0
365552,0
360689,1
225711,1
60041,0
286974,0
418095,1
348854,0
282669,0
399933,1
469886,1
125159,0
327557,0
77607,0
210425,1
465996,0
298378,1
5944,0
188050,1
99698,0
161793,0
454528,0
296969,1
156238,1
105841,1
273568,1
167573,0
187078,0
129450,0
159965,1
293174,0
276358,0
231438,1
223714,0
99244,1
378672,0
459598,1
380211,1
432547,1
115520,0
333151,0
140468,0
91426,0
274772,1
221268,0
469784,1
346458,0
284148,0
71971,0
60949,0
122720,1
447504,1
94210,1
243907,1
329461,1
144701,0
22998,0
229871,0
143472,0
176943,0
133359,1
484560,1
334055,1
458442,1
127324,0
180084,0
374382,0
277937,0
455722,1
491603,0
94741,0
437950,0
237616,1
298235,1
205220,1
193771,1
413390,1
239995,1
280226,0
196475,0
369667,1
269512,1
258111,0
235644,1
354175,1
265355,0
262299,0
224377,1
159357,0
157803,1
273461,1
471779,1
378684,0
377141,0
76340,1
428282,1
233352,1
41638,1
322588,0
482475,1
125208,0
38079,0
166522,1
23153,1
215193,0
52999,1
423552,0
109977,0
299169,0
246120,1
203842,1
269153,1
282738,0
24762,1
145227,1
77341,1
324388,0
285924,1
106540,0
458554,0
208286,1
292069,0
201810,1
168343,0
322252,1
196148,1
285613,1
378327,1
293645,0
61739,1
491705,1
35644,0
457086,0
55625,1
36816,1
101422,0
398503,1
257024,1
307286,1
310310,0
399385,0
261292,1
294494,1
211263,1
64467,1
269841,0
220855,1
208028,1
374042,0
358224,0
46598,1
373163,1
456850,1
244699,0
177607,1
396831,1
413456,0
182189,0
73955,0
46086,0
352747,1
436264,0
120374,1
324878,1
194104,0
185485,0
75348,0
86491,0
313874,1
262872,1
98664,1
96955,0
70717,0
343176,1
383683,1
192774,0
147276,0
442076,1
431786,0
341516,1
109155,1
109725,1
302374,1
215553,0
107590,1
244122,1
280017,1
399380,1
97309,0
489257,0
200965,0
236675,0
230942,0
23316,0
376496,1
32535,1
409948,1
300178,1
7543,0
306780,0
119462,1
430,1
61876,0
174352,1
42127,1
336565,0
162193,0
214967,1
129222,1
169346,0
487042,0
230066,1
387123,0
148939,1
408128,0
376402,1
171666,0
159419,1
1243,0
346808,0
196532,0
220872,1
30378,0
190261,1
78459,0
175827,1
256766,0
132548,0
317761,0
233269,0
440347,1
80069,0
152250,0
357338,0
416129,0
62036,0
120090,1
432996,1
315278,0
428271,1
463314,1
460226,1
332089,0
190811,0
379767,0
416379,1
82352,1
225180,0
188569,1
256371,1
117341,0
254005,0
207225,0
183467,0
471246,1
409207,0
421267,1
482377,0
397896,1
158716,0
258601,1
245637,1
354516,0
123453,0
277654,1
290738,1
402569,0
61968,1
346021,1
6458,0
188587,1
21576,1
353421,1
236204,0
399884,1
405,1
53880,1
300810,1
206416,0
43276,0
461834,1
407710,1
249697,1
102155,1
477387,1
94729,0
414877,0
452698,1
73823,1
95095,1
206818,0
315536,0
206984,1
42202,0
162808,1
103991,1
209186,0
186361,0
340774,1
396528,1
120917,1
274325,0
353398,0
453478,1
260184,1
278250,0
9684,1
241387,1
89104,1
211403,0
499526,0
122909,0
316239,0
179605,0
76634,0
2526,1
60764,1
237440,0
200043,1
308660,0
444415,1
415101,0
495099,1
30773,0
112664,0
209311,1
383752,0
226852,0
50403,0
346503,0
353573,0
476674,0
375487,0
442706,1
216841,0
319571,0
459232,1
80352,0
316601,1
217721,1
481874,1
373860,0
202730,1
68064,0
294974,1
308969,0
352998,0
353980,0
89079,1
287428,0
110391,1
199429,1
17756,0
24811,1
110447,0
314627,1
296906,0
359257,1
10334,1
330493,1
388330,1
356889,0
256152,0
345241,1
322657,1
15728,1
118251,0
116176,0
386127,1
27057,1
493698,0
103357,0
136120,1
328052,1
284078,1
57569,1
363620,1
374153,0
70874,0
14559,1
321135,0
473734,1
124921,0
379553,1
255849,1
114184,0
371766,1
468704,1
272996,1
444443,0
153221,0
89771,1
244737,1
100675,1
472502,0
230253,1
409573,1
52995,0
61908,0
371799,1
180755,1
418665,0
240977,0
292436,0
79706,0
22773,0
45107,0
316760,0
354148,0
306435,1
43998,1
144762,1
345431,1
338904,1
81002,0
3738,1
232879,1
320949,1
306377,1
145524,1
404499,0
249352,0
231243,0
175882,1
406679,1
454591,0
467810,1
16631,0
55023,1
300501,1
475901,1
282038,1
287867,1
56351,1
79984,1
308974,1
458847,1
426076,0
257291,0
227100,1
470455,1
72837,1
64895,0
10452,1
367395,1
195161,0
202517,1
67953,1
37612,1
479246,0
147795,1
187454,0
156014,1
22223,1
297838,1
28572,1
45559,1
210852,1
219744,1
355775,0
454717,1
396176,0
104426,1
270136,1
205100,0
181201,1
417806,1
371994,1
218136,0
103757,0
11507,0
378366,0
25210,0
383977,1
327660,1
136403,1
207636,1
381025,0
242260,0
94737,0
499366,1
289301,0
328761,1
48235,0
424174,1
446716,0
484196,0
291023,1
317632,1
450840,0
118745,1
469041,0
199830,1
268795,1
301665,1
2237,0
111740,1
246706,1
334401,0
392460,0
211549,1
29972,0
346743,1
46151,1
257872,1
84948,0
262522,0
318991,0
239641,0
421627,0
267580,1
408343,0
308186,0
103256,1
482381,1
129832,0
264638,0
467970,1
292809,1
350743,1
120604,1
244895,0
211997,0
172848,0
248023,1
97485,1
148840,0
241744,0
71687,1
471753,1
245763,0
371238,0
66015,1
118676,0
67064,1
114698,0
41038,0
79353,0
209009,0
144943,1
454433,1
280435,0
246731,1
34187,1
433994,1
13955,1
92927,0
311553,0
74395,0
436742,0
428584,0
151162,0
307624,0
473456,0
370059,0
33937,1
67694,1
355945,0
252539,0
337123,0
418543,0
95359,0
436385,1
127271,1
134417,0
111222,0
418768,1
300082,1
378259,0
257010,1
102496,1
315942,0
190011,1
499331,0
333527,0
341927,1
404337,0
497238,1
142494,1
11383,1
37234,0
249025,0
405781,1
474410,0
262375,0
351485,0
415014,1
266079,1
77284,1
237508,1
79711,1
189325,1
235250,0
129802,0
204486,0
379319,1
411579,1
467940,1
308519,1
238000,0
12948,1
401009,0
104726,1
433613,1
306022,0
55582,0
431510,1
108656,0
213339,1
76169,1
372506,1
465326,1
139803,1
346559,1
339328,1
386645,0
196168,0
166352,0
229667,1
254296,1
486999,0
113645,0
370924,0
393526,1
150509,0
34129,1
46501,1
238242,1
296284,1
430576,0
59714,0
469228,0
278254,0
139915,1
474439,0
156789,0
366105,1
264861,1
216392,0
361449,0
8879,0
362080,0
464678,1
272690,1
347612,0
42671,0
162126,0
65509,0
123300,0
82935,1
312185,1
94869,1
193304,0
14329,0
313074,0
436926,1
325030,0
349496,0
370580,1
293145,1
464720,1
457788,1
354524,1
116844,1
293816,1
202296,0
13098,0
291739,0
174575,1
213868,0
115215,1
380794,0
398158,0
206323,1
46594,0
385055,1
428267,0
7874,1
62804,0
179943,1
215557,0
229167,1
394552,1
414598,1
118916,1
69612,1
430278,1
474040,1
145819,0
28845,1
471119,0
449721,1
479995,1
274354,0
471467,0
155956,1
49105,1
109252,1
31165,0
270282,0
244011,0
152084,1
81399,0
36529,0
291143,1
317824,1
336593,0
19623,0
408421,0
203011,0
388610,1
430687,1
75604,0
180975,1
417826,1
329668,1
332840,0
124391,1
200099,0
392911,1
457644,0
72778,1
155221,0
496309,1
73254,0
233463,1
139912,1
261895,1
212134,0
191006,0
445594,0
214798,0
360142,0
373198,0
193194,0
134427,0
8796,0
46260,1
253782,0
32394,1
227615,0
352061,1
103863,0
197230,0
132507,1
468852,1
297044,0
109107,0
409676,0
319487,0
319612,1
392867,1
237598,1
470291,1
404045,1
237164,1
166363,1
94395,1
273818,1
310486,0
94010,1
262374,1
188224,1
163209,1
92944,0
486970,1
212864,0
324517,1
459463,0
365157,0
497493,0
158837,0
255152,0
413897,0
88332,1
495463,1
127379,0
65941,0
197294,0
36491,0
162605,1
72909,0
484059,1
355113,1
120227,1
336475,1
338488,1
280578,1
397840,1
352782,0
130610,1
404575,0
98851,1
217912,0
136547,1
303977,0
310960,0
289664,0
3471,1
29354,1
48560,1
12765,1
48665,1
365218,0
105676,0
261098,0
193603,1
231810,0
38236,0
220457,1
288815,0
88887,1
392383,0
50632,0
97549,1
42646,0
150174,1
189056,0
133864,0
71354,0
52674,0
142730,1
493329,0
87058,0
133070,0
238082,0
427775,0
297754,1
441502,0
380948,1
416410,0
116064,1
218237,1
183683,0
484438,1
14997,0
239414,0
301271,1
196868,1
491390,0
134406,1
150252,0
78733,0
479389,0
97283,0
5702,1
102197,0
355363,0
407715,1
270218,1
465007,1
83425,0
97482,0
172423,0
434689,1
446336,1
422554,1
429964,0
156863,0
380492,0
78846,0
21193,1
355953,0
453416,1
240462,0
61001,0
435915,1
50963,1
335256,1
289026,1
374875,1
187706,0
186279,1
366856,0
423302,1
67859,1
244818,1
178619,1
13255,1
297316,0
229223,0
224292,0
149828,1
374182,1
170830,1
386819,1
270472,1
319030,1
304132,1
483488,0
257653,1
206185,0
228790,0
54432,1
59633,1
475678,1
114137,0
379703,1
164383,0
435704,0
45564,1
199127,0
464605,0
466464,1
398595,1
341655,0
298811,0
402727,0
299701,0
72128,1
273471,1
97821,0
24651,0
41189,0
355813,0
272596,0
39459,0
386668,1
442685,0
427491,0
423230,0
355747,0
330024,1
149425,1
171755,0
251985,1
461526,1
436427,0
487392,0
121459,0
380367,1
282981,0
108491,1
130601,1
323162,1
462792,1
390417,0
285020,0
39794,0
146174,1
308644,1
187504,1
314303,0
433364,0
250427,1
28023,0
474005,0
83462,0
36868,1
27605,1
71802,0
73015,0
91208,1
163044,0
382168,0
121729,0
491428,0
319901,1
92483,0
83750,1
225612,1
444806,1
467220,1
94332,1
204383,1
298163,0
356243,1
390736,0
482112,1
151143,0
126800,1
312021,0
95644,1
475592,0
337169,0
396306,1
478555,1
407461,0
363913,1
328973,0
183078,0
288995,1
133527,0
66521,1
422827,1
485157,0
270114,0
193932,1
407436,0
436402,0
208830,0
432876,1
265165,1
453722,1
374123,1
432237,1
447984,0
322954,0
438224,1
476081,0
218332,1
67723,1
423048,1
198150,0
257246,0
402628,1
327754,0
397816,1
417413,1
45304,0
371726,0
407573,0
254446,1
283232,1
354623,0
258422,1
332659,1
301976,1
481153,1
482120,0
75166,0
34040,1
184756,0
290886,1
228760,0
150677,1
458109,1
483474,0
99155,0
177625,1
469712,1
229652,0
429065,0
217752,1
243841,1
309802,0
110301,0
237503,1
93861,0
47264,1
337607,1
88323,0
112570,0
380708,1
103963,1
326601,1
154482,1
392645,1
213055,0
29895,0
157343,0
304427,0
76516,1
96390,0
133497,1
230858,1
152617,0
489164,1
226164,1
471538,0
446259,1
144426,1
379069,1
248507,0
444355,0
359492,0
205016,1
109341,1
278167,1
227432,1
298882,1
291580,0
44338,1
157398,0
102722,1
143732,0
126531,0
219562,1
362520,0
267982,0
285879,0
98096,0
283472,1
233319,1
484521,0
445314,0
37590,0
256074,1
485342,0
163408,0
96965,0
330784,1
290699,0
406382,0
168382,1
97514,1
402624,0
464467,0
1712,1
138961,0
381664,1
143011,1
411917,0
336880,0
462747,1
342175,1
136573,0
274448,1
209359,0
61936,1
294810,0
88765,0
197242,0
94776,0
572,0
443270,0
346118,1
295015,1
296306,1
29531,0
48073,0
40776,1
488042,1
206285,0
471269,1
486355,0
369317,0
167835,1
139374,0
332994,1
274762,1
237436,0
258934,1
352540,0
65567,0
277039,1
325399,0
284744,0
181155,0
48358,1
461317,1
294090,1
448603,1
210771,0
199162,0
466270,1
176257,1
424470,0
461050,0
144612,0
467705,0
332758,1
42487,1
303802,0
288843,1
447844,1
180873,0
462916,1
318607,0
178666,0
346460,1
74313,1
231391,0
6581,0
473389,0
2606,0
154594,0
457012,0
284287,1
256475,1
380904,0
283402,0
364680,1
129747,1
485457,1
224788,1
224400,1
155066,1
21924,1
452846,1
189927,1
57822,0
285189,1
243061,1
292800,1
98653,1
382521,0
141126,0
54914,1
126089,1
58082,0
492660,0
78833,0
427175,0
70711,0
282611,0
485454,1
481049,1
364999,1
12481,1
319621,0
478636,0
232629,0
403137,1
297816,0
128389,1
418520,1
71975,1
328407,0
190722,0
276635,0
47638,0
6309,0
329857,1
252863,0
42934,1
202224,1
210288,0
205067,1
466997,1
166624,1
351864,0
363741,1
100052,1
193698,0
114592,1
496478,0
113200,0
435772,1
302207,1
42040,0
495442,1
179439,1
18232,1
270243,1
28050,0
174808,1
352758,0
154812,1
290758,0
249067,1
205422,1
65425,1
38728,1
22762,1
414478,0
216206,0
290069,0
327987,1
130986,1
315107,1
380482,1
383634,1
348935,0
12686,1
200077,1
35918,0
44299,0
396723,0
126369,1
460022,1
222472,1
266569,0
144371,0
260596,1
423306,1
442013,0
301170,1
176784,1
474463,1
335463,0
394561,0
350228,1
799,1
370185,0
224068,1
283741,0
23143,1
136774,0
400015,1
276590,0
182538,0
143290,1
353737,1
1488,1
445996,0
57594,0
488235,1
228210,0
355417,0
128730,1
192419,1
28460,1
195572,0
137213,0
57110,0
58649,0
226147,0
35085,1
243432,0
445673,1
193787,1
270947,0
306784,1
262318,0
293318,0
213072,1
410570,0
437634,1
269319,0
390026,1
110426,1
179653,0
438622,0
462914,1
489855,0
498982,0
3844,1
452892,0
443776,0
329780,0
377372,1
403997,0
103870,1
371667,1
355827,1
460505,0
371378,0
437308,1
448311,0
338020,1
484426,0
344347,1
117082,0
60705,0
476784,0
145491,0
357218,0
192782,1
379135,0
447241,1
44713,0
123413,0
210744,0
426611,0
381559,1
451608,1
293470,0
1638,1
30244,0
278998,0
469953,0
431607,1
223883,0
184564,1
393770,1
233948,1
499429,1
46901,0
296506,0
62006,0
5165,1
277851,1
316719,1
111584,1
253633,0
389771,0
183425,1
418996,1
472181,0
369295,0
118284,1
431385,1
50526,0
285603,0
444596,1
24937,0
367584,0
397368,1
43255,0
226203,0
235956,0
326819,0
125428,1
285461,0
126328,0
401595,0
141863,0
282874,0
422946,0
380040,1
113971,1
438439,1
389071,0
121600,1
235033,1
255425,1
481297,1
177589,1
52153,0
463643,0
298089,0
300334,0
403420,0
37171,0
250729,0
408721,1
420323,0
458148,0
44971,0
330274,1
312619,1
340340,1
118167,0
383630,0
155775,0
338737,0
492830,0
73116,0
123818,1
92347,0
340937,0
97091,0
299384,0
117457,0
470533,0
362237,1
297068,1
420682,0
91794,1
398045,0
104592,1
142155,1
331281,1
432732,0
373371,1
393070,0
101558,0
85015,1
28844,1
231348,1
344326,0
180305,1
225207,1
164952,1
349519,1
154402,1
97713,0
303025,1
429946,1
71116,0
327967,0
442296,1
324735,1
53472,1
456404,1
64832,1
315017,1
298570,0
166112,0
334091,1
183858,1
419814,1
481071,1
286175,1
364911,0
17184,1
151203,1
249376,1
247301,0
123103,1
264456,0
56237,1
427545,1
273209,0
17227,1
100534,0
374926,0
432726,1
405210,1
425311,1
202443,0
164010,0
484577,0
229326,1
474182,1
77333,1
498656,1
224233,0
220586,0
48210,1
99403,0
191672,1
465168,0
286961,0
205341,0
366831,0
110764,1
70604,1
316179,1
356397,0
409316,0
21397,0
191852,0
413663,0
258162,1
273097,1
46515,0
356013,0
185074,0
441209,1
155218,0
409003,0
354647,0
374990,0
335954,0
301838,0
240784,1
276239,0
446202,1
276380,0
284366,0
162843,0
145667,0
80295,0
158405,1
486458,1
392342,0
154155,0
444972,0
452458,1
99599,0
39918,0
387648,0
6982,0
203254,1
488821,1
105456,0
159873,0
145084,1
309160,0
225061,0
259594,1
312094,1
342941,0
41151,0
183960,1
201834,1
251031,0
436713,0
202777,0
492574,1
125711,0
309044,1
282206,1
268295,1
160389,0
154776,0
335236,1
398134,0
491313,1
122186,0
245127,0
175031,0
384365,1
223746,1
285894,1
279105,0
121179,0
177461,0
460198,1
404900,1
115799,1
497213,1
115795,0
180456,1
445788,0
334705,1
461493,1
64308,0
337077,1
115300,1
374300,1
178601,0
367735,0
499746,1
106156,1
439897,1
397037,0
104331,1
455019,1
296708,1
139775,0
451752,1
56037,1
22855,0
224827,1
190375,1
396892,0
275380,1
163666,1
131455,0
156894,0
20717,0
378443,0
192214,0
51488,0
180910,0
321048,1
375283,1
498900,1
370122,0
39792,1
39999,0
304176,0
201138,1
245665,0
475778,1
151852,1
175708,1
284522,0
288242,1
392929,0
460241,1
146677,1
369211,0
103248,0
239753,1
245402,0
28178,1
428224,0
486847,0
298967,1
301614,1
187590,1
406702,0
303288,0
410216,0
349694,0
212353,1
47995,0
306481,0
1160,0
415696,0
393006,1
460251,1
419401,0
24748,0
31708,1
37004,0
22147,0
196739,1
169714,1
74857,1
351158,0
474058,1
428309,1
404464,0
17410,1
102520,1
167814,0
318439,0
483422,0
384396,1
490231,1
36435,0
49651,1
12780,1
223973,1
87744,1
90339,1
127440,1
389286,1
137925,1
123027,0
326449,0
312502,0
359573,1
498447,0
180175,0
55964,0
131787,0
279417,1
90034,1
439146,0
455843,0
159168,1
10290,1
447576,0
338756,1
56293,0
10537,1
452471,1
351075,0
180898,1
99018,0
417211,1
99075,1
370960,1
482393,1
226168,1
350543,0
364552,1
439082,0
442982,0
136192,1
399525,1
91216,1
39224,0
355678,1
290933,1
3163,1
135619,0
54126,1
293914,1
74075,1
472703,0
68124,1
327091,0
356608,1
425559,0
475934,0
25253,0
338130,0
268224,0
314604,1
387774,1
84523,0
189696,0
35726,1
338382,0
318147,0
263301,0
370320,0
225441,1
125477,1
421691,0
341225,1
496092,1
24874,1
57314,0
335258,1
455318,0
420018,1
284304,0
296236,1
131140,0
98916,1
140640,0
122432,0
287910,1
198060,1
370581,0
240072,1
122791,0
79194,1
477767,1
429283,1
409885,1
56276,1
447273,0
221088,0
423192,1
441257,1
8202,0
82453,1
405625,1
191343,1
92126,1
452854,1
172075,1
11954,0
218086,0
114997,0
368093,0
337296,0
150883,1
196201,0
119111,0
109035,0
45050,1
255596,0
181722,1
120119,0
224918,1
249120,0
184416,1
146415,0
496263,1
443640,1
121637,1
336429,0
251867,1
71659,1
325900,1
31979,1
216915,1
3100,0
267426,1
344441,1
98110,0
244886,0
119666,0
377242,0
439844,0
284251,0
73880,0
464044,0
400586,0
415724,0
127200,0
378218,0
303012,0
116546,1
99956,0
219924,0
65616,1
170490,1
362518,0
364731,0
471799,0
456471,0
443707,0
121935,1
107466,1
282829,0
129162,1
405271,0
126740,0
10293,1
258573,1
433665,1
472727,1
119770,1
337387,0
262183,1
272300,0
323340,1
130341,1
61948,1
167746,1
45347,1
44327,0
287555,1
218661,0
295121,0
192172,1
91205,1
469408,0
329234,1
29303,0
37869,1
498208,0
289652,0
351149,1
330052,1
453406,0
95949,1
498241,1
225281,0
224714,0
243932,0
92070,1
465582,0
228559,0
201359,0
457427,1
414379,0
140369,1
908,0
46118,1
61052,1
69747,1
205444,0
295547,0
248760,0
492768,0
366666,1
221220,1
451505,1
219298,0
389181,0
143068,0
339116,1
321100,0
30245,0
13951,1
487428,1
183353,0
27469,1
168163,0
482158,1
39300,0
369673,1
367539,0
440261,0
219900,0
205069,0
194122,0
397595,0
410013,0
458726,1
20000,1
175961,0
105750,1
38214,1
407319,1
126608,1
13314,1
380123,0
62835,0
451976,0
217393,1
346303,0
61960,1
337681,1
12252,1
69619,1
203318,0
253208,1
112249,1
231860,1
315996,0
374040,1
450916,1
253265,0
191175,1
260651,1
460325,1
249548,1
424676,1
226215,0
238798,0
46783,0
363475,0
146493,0
10414,0
48147,0
26122,1
290474,0
4807,0
98952,1
32858,0
462990,1
179198,0
32362,0
382591,1
346735,1
50685,1
451089,0
154450,0
391648,0
384976,0
236413,1
329133,0
294741,1
335118,0
66384,1
80549,1
402686,1
142181,1
482180,0
229648,1
224793,0
85990,1
67103,1
442039,1
326431,1
147289,0
318518,1
279309,0
426982,0
289385,1
2651,1
149409,1
311080,0
264358,0
96430,1
209403,1
363869,0
419635,0
415040,1
123809,0
239532,0
13429,1
196677,0
33276,1
325980,0
396380,1
126333,1
259723,0
26957,1
216027,0
309403,1
485236,0
74974,1
128710,1
426385,0
280550,0
40470,1
277047,0
147940,0
217529,1
334532,0
149919,1
193692,1
375560,1
363440,1
257987,1
100824,0
58850,0
96927,0
312160,0
254063,1
39152,0
340470,1
377957,0
183511,1
40325,1
89369,1
237468,1
368423,0
468302,1
482494,1
86388,1
149774,0
389451,1
386010,0
484794,1
143721,0
343299,0
101451,1
479744,0
107330,0
12601,0
41321,1
265551,1
217274,1
214139,0
52473,0
70081,0
312759,1
499744,0
165839,1
336906,0
74397,1
215187,1
189303,0
388720,1
328045,1
345971,1
103728,1
56173,0
87965,1
328163,1
367514,1
25895,1
368364,0
128806,1
236179,0
5212,1
167800,0
89840,1
155871,0
216694,1
87552,0
68096,0
42730,0
9552,1
155298,1
439254,0
146595,1
184938,0
414229,1
350631,1
19564,0
85033,1
392330,0
139056,0
223131,0
163042,1
373355,0
235722,0
157493,0
172285,0
466563,0
77261,0
296035,1
376036,1
262869,0
357519,0
323883,1
253926,0
309810,0
109364,0
210899,0
147416,0
141593,1
482029,1
269810,0
241096,1
381351,1
331888,0
477092,1
390856,0
335344,1
378837,1
181317,1
480685,0
435065,0
18860,1
345706,0
57010,1
244183,1
25321,1
209210,0
69063,1
157103,1
100425,1
3297,0
364968,1
407112,1
186814,0
236999,0
468901,1
247364,1
443425,0
477859,0
131388,0
327341,0
92843,1
463785,0
177568,1
262316,1
417039,0
170965,0
14638,0
63493,1
397350,0
444866,0
166757,0
187375,1
120677,1
145011,1
147040,1
327919,1
370372,0
114959,1
366454,1
271031,1
227794,0
138903,0
481840,1
65161,0
431876,1
314406,0
478227,1
50392,1
263770,1
209391,0
482105,0
342414,0
492626,0
411533,1
105136,1
169705,0
219752,0
231747,0
412446,0
57660,1
348445,0
252630,1
73970,1
98289,0
301809,1
360377,0
454368,0
465039,0
293229,1
3944,1
288977,0
272172,0
322442,0
383872,1
379278,0
373825,1
490306,1
320587,1
438491,0
155117,1
281716,0
200348,0
397432,0
420659,1
296571,0
385575,0
337281,0
414957,1
242405,0
137577,0
274533,0
424410,1
222606,1
112657,0
388251,0
77040,1
174295,0
221328,0
356196,0
241929,0
313646,0
267782,0
376172,0
127063,1
487162,1
59492,1
213712,0
191970,1
37501,1
275772,0
224930,1
180085,1
397548,0
226713,0
464625,1
474689,0
306981,1
440884,0
241661,1
404408,1
55857,1
425984,0
192982,0
101211,1
67546,1
317061,0
467655,0
460314,0
196212,1
159804,1
334521,1
214213,1
155165,0
192465,0
461682,0
177441,0
268147,1
54015,0
88912,1
384811,1
190825,1
375879,1
23033,1
499079,1
302736,1
461331,1
76784,1
120895,1
22512,0
71815,1
89656,1
234543,0
442637,0
30863,0
154228,0
489678,0
48295,0
306603,1
180470,1
115486,1
106334,0
458523,0
29350,1
364599,1
357404,0
387879,1
307356,1
428078,0
385788,0
209010,1
305000,1
80701,0
305001,0
17670,0
441804,0
52010,0
110021,1
356203,0
352719,1
102112,1
347561,1
226392,0
96189,1
349724,1
320584,1
377545,0
256341,0
445393,0
406366,0
216294,1
457229,0
87836,0
255670,1
257906,0
49657,1
132651,1
450272,0
23946,0
860,1
251901,1
231767,0
459381,0
208739,0
456465,1
312815,1
255273,0
15945,1
291490,1
150344,0
123165,0
408870,1
108594,0
488160,0
379933,0
342060,0
246357,0
417983,1
345889,1
217605,0
97282,0
35627,1
394664,0
248207,1
489741,1
144621,1
407656,1
247124,1
45826,1
475975,0
23240,0
239424,0
475920,1
196061,1
420760,1
319509,0
3646,0
173697,1
140567,0
336860,0
112150,1
163433,0
288729,1
347338,1
201889,0
436197,1
107184,0
32543,1
277314,0
432923,1
120989,0
43891,1
306732,1
234589,0
131806,1
323776,1
406140,1
161573,1
495737,0
32764,1
59774,1
266019,1
469842,1
362871,1
392679,0
